CT_Num;CT_SoldeActuel;CT_Engagement;CT_ChiffreAffaire;CT_EchusUnMois;CT_EchusDeuxMois;CT_EchusTroisMois;CT_EchusPlusTroisMois;CT_MoyenneDelaiPayement;CT_MoyenneDelaiImpaye
DE5796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5800;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5802;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5805;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5810;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5815;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5821;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5828;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5830;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5831;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5837;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5839;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5840;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5841;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5849;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5850;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5851;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5856;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5859;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5860;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5861;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5870;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5878;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5880;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5887;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5890;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5892;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5893;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5897;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5898;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5899;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5901;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5902;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5910;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5920;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5928;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5930;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5937;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5939;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5940;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5949;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5950;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5951;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5958;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5960;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5961;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5969;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5970;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5978;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5980;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5987;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5990;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE5999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6040;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6050;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6090;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6110;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6130;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6131;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DE6134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
